city,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,city.1,clothing_recommendation,season,sunrise_hour,sunset_hour,datetime_hour,month,date,day_of_week,msPlayed,genre,main_genre,temp_bin
Berlin,2024-11-16,47.4,44.3,45.2,43.2,38.4,40.0,37.4,74.0,0.0,0.0,0.0,Unknown,0.0,0.0,24.8,12.5,237.7,1017.5,79.6,22.9,12.0,1.0,1,22.128353498158862,07:30:49,16:11:21,0.52,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots",Autumn,7,16,0,November,2024-11-16,Saturday,126913620,afrobeats,afrobeats,"(44.66, 59.04]"
Berlin,2024-11-17,45.4,41.2,43.1,39.5,34.2,36.9,39.4,86.9,0.132,100.0,41.67,rain,0.0,0.0,28.0,17.1,238.6,1006.2,95.0,14.5,13.8,1.2,1,22.128353498158862,07:32:34,16:10:00,0.55,"rain, overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Autumn,7,16,0,November,2024-11-17,Sunday,33962738,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-11-18,43.8,38.5,41.1,37.0,32.3,34.3,34.1,76.1,0.0,0.0,0.0,Unknown,0.0,0.0,31.3,14.9,253.9,1006.1,66.2,28.9,21.6,1.8,2,22.128353498158862,07:34:19,16:08:42,0.58,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots",Autumn,7,16,0,November,2024-11-18,Monday,40118593,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-11-19,49.9,34.3,38.6,44.7,24.6,32.4,36.4,91.7,0.834,100.0,62.5,"rain,snow",0.0,0.0,38.5,16.3,229.2,995.0,99.8,14.7,7.3,0.8,0,22.128353498158862,07:36:03,16:07:26,0.62,"snow, rain, overcast",Cloudy skies throughout the day with rain or snow.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended) ❄️ (Snow boots suggested)",Autumn,7,16,0,November,2024-11-19,Tuesday,1044360,german hip hop,german hip hop,"(30.28, 44.66]"
Berlin,2024-11-20,37.7,34.9,36.2,30.3,25.3,28.2,32.7,87.4,0.081,100.0,33.33,"rain,snow",0.1,0.0,26.6,16.2,274.3,994.3,87.5,17.9,23.2,1.8,2,22.128353498158862,07:37:47,16:06:13,0.65,"snow, rain, partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended) ❄️ (Snow boots suggested)",Autumn,7,16,0,November,2024-11-20,Wednesday,10323015,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-11-21,37.7,31.3,34.4,30.8,23.8,27.0,29.7,82.8,0.002,100.0,4.17,"rain,snow",0.0,0.0,28.2,13.7,243.8,996.3,73.4,24.4,31.0,2.7,2,22.128353498158862,07:39:29,16:05:02,0.68,"snow, rain, partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended) ❄️ (Snow boots suggested)",Autumn,7,16,0,November,2024-11-21,Thursday,51999145,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-11-22,36.9,31.1,34.9,30.6,24.5,28.1,30.0,82.3,0.013,100.0,12.5,"rain,snow",0.1,0.0,22.6,12.6,233.0,998.1,85.2,23.1,19.8,1.6,2,22.128353498158862,07:41:10,16:03:54,0.71,"snow, rain, partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"00427,07389,03987,05825,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended) ❄️ (Snow boots suggested)",Autumn,7,16,0,November,2024-11-22,Friday,66390645,nan,afrobeats,"(30.28, 44.66]"
Berlin,2024-11-23,41.4,31.1,35.9,35.5,23.0,28.9,30.3,79.9,0.008,100.0,4.17,"rain,snow",0.0,0.0,26.4,14.7,232.2,1016.4,63.8,27.9,22.8,1.8,1,22.128353498158862,07:42:49,16:02:49,0.75,"snow, rain, partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended) ❄️ (Snow boots suggested)",Autumn,7,16,0,November,2024-11-23,Saturday,107273255,nan,afrobeats,"(30.28, 44.66]"
Berlin,2024-11-24,54.3,37.4,47.0,54.3,29.3,43.8,40.9,80.1,0.444,100.0,45.83,rain,0.0,0.0,27.1,13.0,191.7,1012.4,93.4,17.6,25.4,2.3,1,22.128353498158862,07:44:28,16:01:47,0.78,"rain, overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Autumn,7,16,0,November,2024-11-24,Sunday,29235998,afrobeat,afrobeats,"(44.66, 59.04]"
Berlin,2024-11-25,57.0,49.2,53.7,57.0,45.3,53.2,41.7,64.0,0.0,0.0,0.0,Unknown,0.0,0.0,25.5,12.8,171.1,1010.1,71.6,29.4,26.3,2.1,1,22.128353498158862,07:46:05,16:00:47,0.81,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧶 Hoodie or light jacket, jeans",Autumn,7,16,0,November,2024-11-25,Monday,41747992,nan,afrobeats,"(44.66, 59.04]"
Berlin,2024-11-26,52.3,45.4,48.7,52.3,42.2,46.7,43.7,83.0,0.07,100.0,25.0,rain,0.0,0.0,18.3,9.2,228.9,1016.3,60.1,19.9,40.5,3.6,3,22.128353498158862,07:47:41,15:59:51,0.84,"rain, partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Autumn,7,15,0,November,2024-11-26,Tuesday,69393887,afrobeats,afrobeats,"(44.66, 59.04]"
Berlin,2024-11-27,48.3,39.4,44.3,46.4,35.8,40.3,40.6,87.0,0.137,100.0,16.67,rain,0.0,0.0,37.6,14.6,178.4,1019.0,53.7,18.4,53.7,4.6,3,22.128353498158862,07:49:15,15:58:57,0.88,"rain, partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Autumn,7,15,0,November,2024-11-27,Wednesday,62874644,afrobeat,afrobeats,"(30.28, 44.66]"
Berlin,2024-11-29,43.2,36.8,40.5,40.8,30.7,36.4,35.9,83.5,0.0,0.0,0.0,Unknown,0.0,0.0,26.2,15.3,320.0,1032.3,73.0,29.0,9.5,0.8,1,22.128353498158862,07:52:18,15:57:19,0.94,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Autumn,7,15,0,November,2024-11-29,Friday,1367574,afrobeat,afrobeats,"(30.28, 44.66]"
Berlin,2024-11-30,42.0,32.9,37.2,37.2,26.7,32.4,32.4,82.8,0.0,0.0,0.0,Unknown,0.0,0.0,17.0,9.3,157.9,1033.3,52.0,28.4,56.5,5.0,3,22.128353498158862,07:53:47,15:56:35,0.97,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Autumn,7,15,0,November,2024-11-30,Saturday,32700597,gregorian chant,gregorian chant,"(30.28, 44.66]"
Berlin,2024-12-01,41.1,28.6,33.1,36.9,22.3,27.5,30.1,88.8,0.0,0.0,0.0,Unknown,0.0,0.0,16.1,8.4,152.0,1025.7,1.0,14.7,56.4,4.9,3,22.128353498158862,07:55:14,15:55:54,0.0,clear,Clear conditions throughout the day.,clear-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Winter,7,15,0,December,2024-12-01,Sunday,36383942,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-12-02,44.3,29.8,37.9,40.3,23.4,32.8,33.4,83.6,0.0,0.0,0.0,Unknown,0.0,0.0,16.1,9.1,186.1,1016.1,62.3,19.5,25.4,2.2,1,22.128353498158862,07:56:39,15:55:17,0.04,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Winter,7,15,0,December,2024-12-02,Monday,35241538,afrobeat,afrobeats,"(30.28, 44.66]"
Berlin,2024-12-03,47.3,41.0,42.9,44.3,35.6,38.7,39.9,89.2,0.08,100.0,33.33,rain,0.0,0.0,15.7,14.2,227.4,1014.6,82.4,15.6,26.5,2.4,2,22.128353498158862,07:58:02,15:54:42,0.08,"rain, partially cloudy",Partly cloudy throughout the day with rain.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,7,15,0,December,2024-12-03,Tuesday,17880294,nan,afrobeats,"(30.28, 44.66]"
Berlin,2024-12-04,41.2,39.5,40.0,37.4,34.6,35.5,37.5,90.9,0.032,100.0,37.5,rain,0.0,0.0,15.9,8.5,255.0,1021.8,93.2,14.4,17.8,1.7,1,22.128353498158862,07:59:23,15:54:11,0.11,"rain, overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended)",Winter,7,15,0,December,2024-12-04,Wednesday,20847557,afrobeat,afrobeats,"(30.28, 44.66]"
Berlin,2024-12-05,40.8,36.7,38.8,35.9,29.2,33.1,34.9,86.0,0.097,100.0,29.17,rain,0.0,0.0,23.3,11.8,206.4,1021.7,72.0,14.8,46.1,4.1,3,22.128353498158862,08:00:41,15:53:44,0.15,"rain, partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-05,Thursday,100949915,afrobeat,afrobeats,"(30.28, 44.66]"
Berlin,2024-12-06,44.7,36.6,40.6,44.7,28.1,35.7,38.2,91.5,0.382,100.0,62.5,rain,0.1,0.0,25.5,13.9,167.6,1004.2,98.9,13.1,12.4,0.9,1,22.128353498158862,08:01:58,15:53:19,0.18,"rain, overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-06,Friday,70551734,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-12-07,43.9,40.1,42.0,40.3,33.9,37.0,39.6,91.5,0.136,100.0,54.17,rain,0.0,0.0,19.9,10.8,175.2,1006.1,99.8,15.2,20.3,1.8,1,22.128353498158862,08:03:11,15:52:58,0.22,"rain, overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-07,Saturday,18593600,afrobeat,afrobeats,"(30.28, 44.66]"
Berlin,2024-12-08,40.9,38.8,40.1,36.5,31.6,34.4,38.2,92.9,0.04,100.0,25.0,rain,0.0,0.0,18.8,11.9,78.1,1011.0,100.0,8.7,7.1,0.7,0,22.128353498158862,08:04:22,15:52:41,0.25,"rain, overcast",Cloudy skies throughout the day with rain.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-08,Sunday,9962033,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-12-09,40.6,34.6,38.3,34.0,28.0,31.5,36.3,92.6,0.141,100.0,41.67,"rain,snow",0.0,0.0,22.4,15.8,45.1,1023.9,100.0,10.6,8.5,0.7,1,22.128353498158862,08:05:31,15:52:27,0.29,"snow, rain, overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended) ❄️ (Snow boots suggested)",Winter,8,15,0,December,2024-12-09,Monday,33876913,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-12-10,39.8,36.6,37.7,32.7,28.9,30.9,34.5,88.3,0.0,0.0,0.0,Unknown,0.0,0.0,21.3,15.4,64.5,1030.5,99.3,16.4,8.5,0.6,0,22.128353498158862,08:06:37,15:52:17,0.33,overcast,Cloudy skies throughout the day.,cloudy,"00427,07389,03987,05825,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Winter,8,15,0,December,2024-12-10,Tuesday,63685455,nan,afrobeats,"(30.28, 44.66]"
Berlin,2024-12-11,38.3,34.4,36.4,38.3,28.4,32.3,32.7,86.5,0.0,0.0,0.0,Unknown,0.0,0.0,11.2,8.6,340.6,1030.6,97.7,16.7,9.3,0.9,1,22.128353498158862,08:07:40,15:52:10,0.36,overcast,Cloudy skies throughout the day.,cloudy,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Winter,8,15,0,December,2024-12-11,Wednesday,25915047,nan,afro adura,"(30.28, 44.66]"
Berlin,2024-12-12,36.3,34.7,35.4,36.3,30.0,32.5,30.9,83.6,0.0,0.0,0.0,Unknown,0.0,0.0,7.4,5.7,298.4,1032.2,94.6,14.4,6.8,0.5,0,22.128353498158862,08:08:40,15:52:07,0.4,overcast,Cloudy skies throughout the day.,cloudy,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Winter,8,15,0,December,2024-12-12,Thursday,38004995,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-12-13,37.0,32.8,34.6,31.0,26.6,28.9,29.8,82.7,0.0,0.0,0.0,Unknown,0.0,0.0,17.7,10.8,138.9,1031.7,63.9,15.4,27.8,2.5,3,22.128353498158862,08:09:38,15:52:07,0.43,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Winter,8,15,0,December,2024-12-13,Friday,4604304,nan,afro adura,"(30.28, 44.66]"
Berlin,2024-12-14,37.5,29.6,32.8,29.9,20.9,25.2,30.1,89.7,0.04,100.0,12.5,"rain,snow",0.0,0.0,25.1,12.1,239.3,1017.1,80.7,6.7,6.9,0.5,0,22.128353498158862,08:10:32,15:52:11,0.47,"snow, rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended) ❄️ (Snow boots suggested)",Winter,8,15,0,December,2024-12-14,Saturday,91572305,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-12-15,46.9,38.3,41.9,40.6,30.9,34.9,39.9,92.6,0.091,100.0,79.17,rain,0.0,0.0,33.3,15.5,261.2,1018.2,99.7,9.8,12.2,1.0,1,22.128353498158862,08:11:23,15:52:19,0.5,"rain, overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-15,Sunday,99269,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-12-16,52.5,47.9,50.1,52.5,41.9,47.4,46.8,88.5,0.046,100.0,29.17,rain,0.0,0.0,38.5,20.4,263.9,1021.1,100.0,16.8,19.0,1.7,2,22.128353498158862,08:12:11,15:52:30,0.53,"rain, overcast",Cloudy skies throughout the day with rain.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-16,Monday,13842855,afrobeats,afrobeats,"(44.66, 59.04]"
Berlin,2024-12-17,49.5,47.7,48.8,44.2,41.9,43.5,42.6,79.2,0.0,0.0,0.0,Unknown,0.0,0.0,34.7,18.6,262.8,1023.4,99.2,23.5,10.3,1.0,1,22.128353498158862,08:12:56,15:52:45,0.57,overcast,Cloudy skies throughout the day.,cloudy,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots",Winter,8,15,0,December,2024-12-17,Tuesday,3801201,nan,Unknown,"(44.66, 59.04]"
Berlin,2024-12-18,53.7,43.5,48.0,53.7,38.7,45.4,40.9,76.3,0.003,100.0,4.17,rain,0.0,0.0,30.2,15.0,209.4,1014.6,84.8,24.5,19.3,1.7,2,22.128353498158862,08:13:38,15:53:03,0.6,"rain, partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-18,Wednesday,25478911,nan,Unknown,"(44.66, 59.04]"
Berlin,2024-12-19,56.0,43.2,51.7,56.0,35.6,50.2,45.2,78.5,0.061,100.0,33.33,rain,0.0,0.0,34.0,20.1,227.6,998.8,95.6,22.6,13.4,1.1,1,22.128353498158862,08:14:16,15:53:25,0.63,"rain, overcast",Cloudy skies throughout the day with rain.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-19,Thursday,123687091,nan,hiplife,"(44.66, 59.04]"
Berlin,2024-12-20,43.0,38.7,41.9,35.8,32.3,34.4,35.0,76.5,0.0,0.0,0.0,Unknown,0.0,0.0,34.4,19.1,268.0,1011.0,54.7,23.5,39.8,3.5,3,22.128353498158862,08:14:52,15:53:50,0.66,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots",Winter,8,15,0,December,2024-12-20,Friday,34815353,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-12-21,43.7,36.5,40.3,37.9,29.6,33.5,35.1,81.8,0.036,100.0,20.83,rain,0.0,0.0,30.9,15.4,213.0,1012.6,91.3,21.7,11.5,1.0,1,22.128353498158862,08:15:23,15:54:19,0.7,"rain, overcast",Cloudy skies throughout the day with rain.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-21,Saturday,79724001,nan,hiplife,"(30.28, 44.66]"
Berlin,2024-12-22,45.0,38.8,42.4,39.6,32.8,36.6,38.9,87.5,0.149,100.0,37.5,rain,0.0,0.0,30.6,14.9,230.5,996.7,89.8,19.6,12.6,1.0,1,22.128353498158862,08:15:52,15:54:51,0.75,"rain, partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-22,Sunday,4813700,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-12-23,41.4,37.1,39.3,35.4,29.3,32.6,35.8,87.3,0.102,100.0,54.17,rain,0.0,0.0,26.6,12.3,249.2,1005.7,91.4,19.0,15.0,1.4,1,22.128353498158862,08:16:17,15:55:27,0.76,"rain, overcast",Cloudy skies throughout the day with rain.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-23,Monday,42069978,afrobeat,afrobeats,"(30.28, 44.66]"
Berlin,2024-12-24,40.1,33.8,38.2,36.5,28.8,32.7,34.5,86.6,0.0,0.0,0.0,Unknown,0.0,0.0,21.9,13.1,277.3,1023.7,82.3,22.7,12.7,1.1,1,22.128353498158862,08:16:38,15:56:06,0.79,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Winter,8,15,0,December,2024-12-24,Tuesday,51463232,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-12-25,41.8,32.4,37.4,39.4,27.4,33.5,35.1,91.3,0.0,0.0,0.0,Unknown,0.0,0.0,12.8,6.5,191.7,1034.6,76.6,14.6,20.1,1.8,1,22.128353498158862,08:16:56,15:56:49,0.82,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Winter,8,15,0,December,2024-12-25,Wednesday,139171865,afrobeat,afrobeats,"(30.28, 44.66]"
Berlin,2024-12-26,43.8,39.4,41.9,41.9,36.7,39.9,41.6,99.1,0.019,100.0,37.5,rain,0.0,0.0,7.8,4.9,193.7,1038.1,99.1,1.8,11.1,0.8,1,22.128353498158862,08:17:10,15:57:34,0.86,"rain, overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,8,15,0,December,2024-12-26,Thursday,2572188,afrobeat,afrobeat,"(30.28, 44.66]"
Berlin,2024-12-27,38.9,32.9,35.6,38.2,31.1,33.9,35.6,99.8,0.0,0.0,0.0,Unknown,0.0,0.0,6.7,4.9,164.4,1036.1,99.1,0.6,16.6,1.4,1,22.128353498158862,08:17:21,15:58:23,0.89,overcast,Cloudy skies throughout the day.,fog,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Winter,8,15,0,December,2024-12-27,Friday,16294428,lullaby,lullaby,"(30.28, 44.66]"
Berlin,2024-12-28,32.1,28.0,30.0,32.1,24.1,28.5,29.7,99.0,0.0,0.0,0.0,Unknown,0.0,0.0,7.6,4.0,190.9,1030.9,91.6,0.6,13.7,1.3,1,22.128353498158862,08:17:29,15:59:16,0.92,overcast,Cloudy skies throughout the day.,fog,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Winter,8,15,0,December,2024-12-28,Saturday,59246168,nan,Unknown,"(15.828, 30.28]"
Berlin,2024-12-29,35.4,25.9,29.9,29.2,20.4,24.4,29.3,97.3,0.0,0.0,0.0,Unknown,0.0,0.0,21.5,13.2,241.0,1027.1,61.5,3.7,16.5,1.4,2,22.128353498158862,08:17:32,16:00:11,0.95,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,07389,03987,00403,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Winter,8,16,0,December,2024-12-29,Sunday,71950,highlife,afrobeat,"(15.828, 30.28]"
Berlin,2024-12-30,37.4,30.2,35.2,28.6,21.3,25.6,32.8,91.1,0.012,100.0,12.5,"rain,snow",0.0,0.0,23.9,19.7,226.8,1025.8,86.1,4.6,9.5,0.9,1,22.128353498158862,08:17:33,16:01:10,0.0,"snow, rain, partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"00427,07389,03987,10385099999,00403,EDDB,E2835,00433,00400",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended) ❄️ (Snow boots suggested)",Winter,8,16,0,December,2024-12-30,Monday,40041556,nan,Unknown,"(30.28, 44.66]"
Berlin,2024-12-31,37.4,28.4,33.3,31.4,20.4,25.1,30.3,88.8,0.0,0.0,0.0,Unknown,0.0,0.0,25.3,15.0,225.8,1023.5,70.2,5.9,42.0,3.6,2,22.128353498158862,08:17:29,16:02:11,0.02,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10385099999,EDDB,E2835",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Winter,8,16,0,December,2024-12-31,Tuesday,37585684,lullaby,lullaby,"(30.28, 44.66]"
Tokyo,2025-01-01,52.5,40.4,44.9,52.5,34.9,42.5,19.7,37.2,0.0,0.0,0.0,Unknown,0.0,0.0,22.4,10.3,319.6,1015.2,1.6,14.3,124.9,10.8,5,10.0,06:50:40,16:38:06,0.04,clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999",Unknown,"🧥 Coat or insulated jacket, boots",Winter,6,16,0,January,2025-01-01,Wednesday,72911063,nan,afrobeats,"(44.66, 59.04]"
Tokyo,2025-01-02,56.5,36.3,45.9,56.5,32.3,44.5,28.5,51.6,0.0,0.0,0.0,Unknown,0.0,0.0,15.4,5.7,358.1,1015.3,14.4,13.6,127.5,11.1,5,10.0,06:50:50,16:38:52,0.08,clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999",Unknown,"🧥 Coat or insulated jacket, boots",Winter,6,16,0,January,2025-01-02,Thursday,48018399,nan,Unknown,"(44.66, 59.04]"
Tokyo,2025-01-03,44.4,39.5,42.0,41.3,35.3,39.2,34.6,75.0,0.0,0.0,0.0,rain,0.0,0.0,16.6,9.1,27.6,1014.8,57.4,13.1,45.9,4.0,2,10.0,06:50:58,16:39:40,0.11,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999",Unknown,"🧥 Coat or insulated jacket, boots",Winter,6,16,0,January,2025-01-03,Friday,85634098,nan,hiplife,"(30.28, 44.66]"
Tokyo,2025-01-04,48.8,35.3,41.1,45.9,27.8,38.3,24.4,54.4,0.0,0.0,0.0,Unknown,0.0,0.0,18.3,10.1,357.5,1019.3,24.8,13.6,129.4,11.2,5,10.0,06:51:05,16:40:30,0.15,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47671099999,47670099999,47642043313,47680099999,47626099999,47682099999",Unknown,"🧥 Coat or insulated jacket, boots",Winter,6,16,0,January,2025-01-04,Saturday,24345288,afrobeat,afrobeat,"(30.28, 44.66]"
Tokyo,2025-01-05,48.8,33.0,40.4,47.1,27.6,38.2,26.4,58.0,0.0,0.0,0.0,Unknown,0.0,0.0,14.1,5.8,349.9,1023.2,13.6,13.3,118.1,10.3,5,10.0,06:51:09,16:41:20,0.19,clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Winter,6,16,0,January,2025-01-05,Sunday,33281390,nan,Unknown,"(30.28, 44.66]"
